store_id,store_name,ownership_type,state_region,country_code,longitude,latitude
1016229,Fred Meyer - Renton #31,Licensed Store,WA,US,-122.2,47.44
7130,Hwy 85 & Bridge- Brighton,Company Owned,CO,US,-104.82,39.99
15474,I-10 & DeZavala - Fiesta Trails,Company Owned,TX,US,-98.59,29.56
1004838,Territoria,Licensed Store,RM,CL,-70.6,-33.42
15946,Ralston & El Camino Belmont,Company Owned,CA,US,-122.28,37.52
1013251,Paseo Durango,Licensed Store,DUR,MX,-104.66,24.04
1006765,Kroger - Southwest Irving #577,Licensed Store,TX,US,-96.96,32.91
1013557,Cala Costas,Licensed Store,PR,PR,-66.07,18.43
1016539,杭州建德太平洋购物中心店,Joint Venture,33,CN,119.28,29.47
1014721,Mal Kelapa Gading 2,Licensed Store,JW,ID,106.9,-6.17
4013,AEON MALL Narita,Joint Venture,12,JP,140.32,35.8
63081,Jixian-Sanchong,Joint Venture,TPQ,TW,121.48,25.05
2641,Clapham - Northcote Road,Company Owned,ENG,GB,-0.17,51.46
1015599,YHT Bulvar,Licensed Store,06,TR,32.63,39.96
1009296,Harris Teeter-Wilmington #210,Licensed Store,NC,US,-77.83,34.24
1011428,HSBC Ayala UP Technohub,Licensed Store,00,PH,121.06,14.65
14113,Pacific & Belgrave,Company Owned,CA,US,-118.23,33.99
13067,Safeway-Gambrills #1596,Licensed Store,MD,US,-76.68,39.04
89624,WB Fleet North DT,Licensed Store,ENG,GB,-0.86,51.3
7211,W. Sunset Hwy & S Hayford Rd,Company Owned,WA,US,-117.56,47.64
1007331,Southampton - Hedge End Retail Park,Franchise,ENG,GB,-1.31,50.92
1010427,Recoleta Mall,Licensed Store,C,AR,-58.39,-34.59
1009066,Worthing - Broadwater Street West,Franchise,ENG,GB,-0.38,50.83
1014251,Kroger-Houston #355,Licensed Store,TX,US,-95.41,29.75
3584,NAMBA PARKS,Joint Venture,27,JP,135.5,34.66
9716,"Parma, Ridge Road",Company Owned,OH,US,-81.74,41.38
7594,Safeway - DILLON #1581,Licensed Store,MT,US,-112.63,45.22
5452,Shell SLEX - Muntinlupa,Licensed Store,00,PH,121.04,14.39
518,Marriott Chateau Champlain Sodexho,Licensed Store,QC,CA,-73.57,45.5
9232,"Rainbow & Silverstream, Las Vegas",Company Owned,NV,US,-115.24,36.18
10845,UC Davis Activities and Recreation,Licensed Store,CA,US,-121.76,38.54
7790,Northampton Blvd.,Company Owned,VA,US,-76.19,36.88
14966,Pineland Station,Company Owned,SC,US,-80.71,32.22
4499,큰길타워점,Joint Venture,11,KR,127.04,37.5
1015405,Magnolia & Rockville,Company Owned,CA,US,-116.97,32.84
6789,Main & North 10th,Company Owned,WI,US,-88.09,44.45
17403,212th & W. Valley Hwy,Company Owned,WA,US,-122.25,47.41
4386,Miyazaki Akae,Joint Venture,45,JP,131.43,31.88
1008454,Wind Lion Plaza - 1F - Kinmen,Joint Venture,PEN,TW,118.36,24.44
10013,SW 120th St & SW 137th Ave,Company Owned,FL,US,-80.42,25.65
378,242 Queen St S,Company Owned,ON,CA,-79.71,43.58
90244,25th & Lex,Company Owned,NY,US,-73.98,40.74
17170,Bashas' W River Rd Tucson  #160,Licensed Store,AZ,US,-111.01,32.31
14255,Upper Southampton,Company Owned,PA,US,-75.04,40.17
18480,Coleman & Vincent,Company Owned,SC,US,-79.87,32.79
68842,FM 2499 & Dixon,Company Owned,TX,US,-97.08,33.07
1577,北京海淀鼎好电子大厦店,Company Owned,11,CN,116.31,39.98
9769,LAS Term C,Licensed Store,NV,US,-115.15,36.08
1006603,Michigan Union - University of Mich,Licensed Store,MI,US,-83.74,42.27
12700,Meijers-Royal Oak #34,Licensed Store,MI,US,-83.18,42.54
11472,Safeway-San Francisco #1490,Licensed Store,CA,US,-122.41,37.77
1162,8750 Bayview Ave,Company Owned,ON,CA,-79.41,43.84
14436,Old Lahaina Ctr - Wainee & Papalaua,Company Owned,HI,US,-156.68,20.88
1009124,Belfast Lisburn Road,Licensed Store,NIR,GB,-5.96,54.57
20459,Neihu Minquan,Joint Venture,TPE,TW,121.59,25.07
15868,Target Fort Wayne T-1933,Licensed Store,IN,US,-85.06,41.12
60,Mercato Town Centre,Licensed Store,DU,AE,55.25,25.22
9247,National & Castle Heights,Company Owned,CA,US,-118.4,34.03
4045,Sagamiono REGALO,Joint Venture,14,JP,139.44,35.53
1011910,Central Bangna 1st Floor,Company Owned,10,TH,100.63,13.67
12448,Victory & Empire,Company Owned,CA,US,-118.33,34.19
10048,Perry Hall,Company Owned,MD,US,-76.48,39.4
3208,Kato Kifissia,Licensed Store,A1,GR,23.8,38.09
1006764,Hockessin,Company Owned,DE,US,-75.71,39.77
10002,Target Exeter Township T-2529,Licensed Store,PA,US,-75.86,40.31
1016147,NB Xiangshan Pacific Square-GF,Joint Venture,33,CN,121.9,29.48
11632,Dowlen & Folsom,Company Owned,TX,US,-94.17,30.12
3731,Kokubunji,Joint Venture,13,JP,139.48,35.7
1010122,Target Fresno T-1417,Licensed Store,CA,US,-119.79,36.82
12599,US 31 & Edgewood,Company Owned,IN,US,-86.15,39.68
1012328,Athenee Tower,Company Owned,10,TH,100.55,13.74
90032,Hollywood & Vine,Company Owned,CA,US,-118.33,34.1
14927,Felicita & Centre City Parkway,Company Owned,CA,US,-117.08,33.1
7626,Florida State University/ Wildwood,Licensed Store,FL,US,-84.3,30.44
113301,Aventura Arequipa,Licensed Store,ARE,PE,-71.5,-16.42
1006407,Telass walk Ichinomiya,Joint Venture,23,JP,136.82,35.31
1157,Westminster Mall,Company Owned,BC,CA,-122.92,49.21
118,Emaar Business Park,Licensed Store,DU,AE,55.17,25.1
16188,"El Paseo & San Pablo, Palm Desert",Company Owned,CA,US,-116.38,33.72
7497,JFK T1 pre security food court,Licensed Store,NY,US,-73.79,40.64
17091,Mary Esther Blvd & Hollywood,Company Owned,FL,US,-86.65,30.42
12625,Albertsons - Redmond #2072,Licensed Store,WA,US,-122.03,47.65
8597,Valley View,Company Owned,VA,US,-79.96,37.3
12669,Mission & El Camino Real,Company Owned,CA,US,-117.33,33.23
16090,42nd & Madison,Company Owned,NY,US,-73.98,40.75
1011503,长风景畔广场2店,Joint Venture,31,CN,121.4,31.22
1005483,佛山顺德永旺购物中心店,Company Owned,44,CN,113.27,22.83
1013247,Medlock Bridge and Abbotts Bridge,Company Owned,GA,US,-84.18,34.05
798,Shaw Tower,Company Owned,BC,CA,-123.12,49.29
10915,Vons - Palm Springs #2384,Licensed Store,CA,US,-116.49,33.79
1007261,Huwei,Joint Venture,YUN,TW,120.43,23.71
68316,SMF Sacramento Airport Terminal B,Licensed Store,CA,US,-121.59,38.69
11956,Alicia Pkwy & Jeronimo,Company Owned,CA,US,-117.68,33.61
1014541,Loop 286 & Lamar,Company Owned,TX,US,-95.51,33.66
20311,Novena Square - Office Tower,Company Owned,01,SG,103.84,1.32
1005682,Daegu Chilgok,Joint Venture,27,KR,128.33,35.56
20216,Houston & St. Mary's,Company Owned,TX,US,-98.49,29.43
7468,Hwy 120 & Plaza - Escalon,Company Owned,CA,US,-121.0,37.8
4292,Shirokane Takanawa,Joint Venture,13,JP,139.73,35.64
1011595,City Market-Durango #406,Licensed Store,CO,US,-107.88,37.27
8909,Clover Commons,Company Owned,NY,US,-77.55,43.11
8622,"Avenue 48 & Jackson, Coachella",Company Owned,CA,US,-116.22,33.7
3006,Bromley - Glades Shopping Centre,Company Owned,ENG,GB,0.02,51.4
113656,Solo Paragon,Licensed Store,JT,ID,112.73,-7.28
10360,Safeway - Anchorage #520,Licensed Store,AK,US,-149.82,61.22
19453,Mookdong E-Mart,Joint Venture,11,KR,127.08,37.61
113977,San Joaquin Community Hospital,Licensed Store,CA,US,-119.02,35.38
91148,HarrisTeeter Rock Hill # 149,Licensed Store,SC,US,-81.03,34.98
797,North Town Mall 97 St & 137 Ave,Company Owned,AB,CA,-113.49,53.6
13012,"EWR - Newark Concourse C, Space 86",Licensed Store,NJ,US,-74.17,40.69
2970,Baldock Services - MSA A1/A507,Company Owned,ENG,GB,-0.2,52.01
11618,South Doylestown,Company Owned,PA,US,-75.13,40.27
1011812,洛阳南昌路王府井店,Company Owned,41,CN,112.41,34.64
88241,绍兴万达店,Joint Venture,33,CN,120.51,30.09
1009615,Jewel Osco - Gurnee #3405,Licensed Store,IL,US,-87.96,42.39
11526,Safeway-Silverdale #1680,Licensed Store,WA,US,-122.69,47.65
1005155,广州花城汇2分店,Company Owned,44,CN,113.32,23.12
18610,Westin Beach Resort,Licensed Store,FL,US,-80.1,26.13
11965,6421 University Ave - Cedar Falls,Company Owned,IA,US,-92.44,42.51
1009365,Northridge Mall - Salinas,Company Owned,CA,US,-121.66,36.72
16093,Vons-Pasadena #2139,Licensed Store,CA,US,-118.11,34.17
16852,Hoboken - 12th & Hudson,Company Owned,NJ,US,-74.03,40.75
1006487,无锡湖滨商业街店,Joint Venture,32,CN,120.28,31.53
1005728,长沙喜盈门店,Company Owned,43,CN,113.04,28.14
19336,atre Akihabara 1,Joint Venture,13,JP,139.77,35.7
13360,Kietzke & S. Virginia - Reno,Company Owned,NV,US,-119.79,39.48
11728,Safeway-Morgan Hill #1891,Licensed Store,CA,US,-121.63,37.12
1008902,1001 University,Company Owned,QC,CA,-73.56,45.5
5183,Menara Hap Seng,Licensed Store,14,MY,101.71,3.15
19239,深圳欢乐颂店,Company Owned,44,CN,113.92,22.54
17945,Community Hospital North-Indianapol,Licensed Store,IN,US,-86.04,39.9
1007041,Shopping Frei Caneca Kiosk,Company Owned,SP,BR,-46.65,-23.55
1014543,Quartier Cineart,Company Owned,10,TH,100.57,13.73
1008605,Bilka Skalborg,Licensed Store,81,DK,9.88,57.0
17130,Vons - Laguna Beach #2089,Licensed Store,CA,US,-117.79,33.55
1015115,镇江苏宁广场6F店,Joint Venture,32,CN,119.45,32.2
6162,Far East Century Park,Joint Venture,TPE,TW,121.46,24.99
1014265,University & Buchanan Ave.,Company Owned,PE,CA,-63.15,46.26
1011946,深圳龙华佐阾荟店,Company Owned,44,CN,114.03,22.63
1013229,"I-10 & College, Beaumont",Company Owned,TX,US,-94.13,30.07
708,1331 Main Street,Company Owned,BC,CA,-123.04,49.31
1008102,Palembang Icon,Licensed Store,SM,ID,104.74,-2.98
6869,42nd & 2nd,Company Owned,NY,US,-73.97,40.75
64874,Element,Licensed Store,91,CN,114.16,22.3
2126,Friedrichstrasse 61,Company Owned,BE,DE,13.39,52.51
19413,Champagnat,Licensed Store,B,AR,-58.92,-34.45
19203,Paradise Park - Bangkok,Company Owned,10,TH,100.65,13.69
2678,Minories,Company Owned,ENG,GB,-0.08,51.51
1008643,Spadina & Fort York,Company Owned,ON,CA,-79.39,43.64
799,Marpole,Company Owned,BC,CA,-123.14,49.21
15008,Intrawest Winter Park,Licensed Store,CO,US,-105.76,39.89
1012092,Palm City,Licensed Store,33,TR,34.58,36.81
1009130,Craigavon Rushmere SC (unit H),Licensed Store,NIR,GB,-6.39,54.45
1011041,Point 90 Mall,Licensed Store,C,EG,31.24,30.04
17013,6 Metro Tech at Jay Street,Company Owned,NY,US,-73.99,40.69
9202,Target North Fresno T-911,Licensed Store,CA,US,-119.79,36.85
1008290,天津塘沽金元宝金街店,Company Owned,12,CN,117.67,39.02
8105,"Midland, M-10 & Eastman",Company Owned,MI,US,-84.25,43.66
1006836,Safeway - Lander 2761,Licensed Store,WY,US,-108.75,42.84
1011618,Harris Teeter - Ft. Mill #370,Licensed Store,SC,US,-80.94,35.06
10120,"Southington, Queen Street",Company Owned,CT,US,-72.87,41.63
68126,Bay & Grosvenor,Company Owned,ON,CA,-79.39,43.66
9768,Larkspur Landing - Center Court,Company Owned,CA,US,-122.51,37.95
19217,Target Simi Valley West T-2462,Licensed Store,CA,US,-118.8,34.27
7947,Safeway - Vallejo #1631,Licensed Store,CA,US,-122.21,38.08
3693,Sapporo Grand Hotel,Joint Venture,01,JP,141.35,43.06
16406,Safeway-Enumclaw #494,Licensed Store,WA,US,-121.98,47.2
116612,El corte ingles Preciados,Licensed Store,MD,ES,-3.7,40.42
10668,CSU San Luis Obispo Student Union C,Licensed Store,CA,US,-120.66,35.3
66000,Fullon Hotel-Fishermen's Wharf,Joint Venture,TPQ,TW,121.56,25.05
13379,Super Target Lafayette ST-1762,Licensed Store,IN,US,-86.85,40.42
12710,Safeway-Seattle #1885,Licensed Store,WA,US,-122.36,47.62
20313,Nordelta,Licensed Store,B,AR,-58.66,-34.4
1012813,Teavana - MacArthur,Company Owned,VA,US,-76.29,36.85
1015552,Price Chopper 16 Grandview,Licensed Store,MO,US,-94.52,38.88
14905,Peachtree City,Company Owned,GA,US,-84.59,33.4
9679,Southridge Mall - Lower Level,Company Owned,WI,US,-88.0,42.95
69610,Central Rama 9,Company Owned,10,TH,100.57,13.76
4503,대치역점,Joint Venture,11,KR,127.06,37.49
12429,"Firestone & Lakewood, Downey",Company Owned,CA,US,-118.12,33.94
16073,"The Commons, SUNY Buffalo",Company Owned,NY,US,-78.79,43.0
16504,21st & P Street,Company Owned,DC,US,-77.05,38.91
1013078,"Kroger-Greenwood, IN #909",Licensed Store,IN,US,-86.16,39.62
1015979,长春开运街欧亚店,Company Owned,22,CN,125.24,43.84
17126,Ryan & Sale,Company Owned,LA,US,-93.22,30.18
1015330,Brussels Metro Station,Licensed Store,BE,BE,4.41,50.84
18161,Target San Dimas T-767,Licensed Store,CA,US,-117.82,34.1
1007542,Coral Square,Licensed Store,FL,US,-80.25,26.24
1007016,Cairo Festival City II,Licensed Store,C,EG,31.35,29.98
8912,Newhope & Southpark,Company Owned,CA,US,-117.93,33.7
18879,FE21-1F-Hualien,Joint Venture,HUA,TW,121.6,23.98
7752,Randalls - Houston #4033,Licensed Store,TX,US,-95.44,29.72
1006284,Promenada Floreasca,Licensed Store,B,RO,26.1,44.46
92872,City Market-Glenwood Springs #405,Licensed Store,CO,US,-107.33,39.54
1014317,Salon Ejecutivo Mexicana T1,Licensed Store,DIF,MX,-99.05,19.45
1015589,Mega Khinki 2,Joint Venture,MOS,RU,37.4,55.91
1016262,Kroger - Rockwall #574,Licensed Store,TX,US,-96.46,32.95
5879,Major Pinklao,Company Owned,10,TH,100.48,13.78
87092,CC Saint Quentin en Yvelines,Company Owned,J,FR,2.04,48.78
66002,镇江万达店,Joint Venture,32,CN,119.44,32.2
1014173,City Line,Licensed Store,TX,US,-96.7,33.0
65777,Starbucks,Licensed Store,34,TR,28.89,40.99
5762,Jurong Point - Level 3,Company Owned,05,SG,103.71,1.34
1014107,南京友谊广场店,Joint Venture,32,CN,118.78,32.04
4790,شعب يورك,Licensed Store,HA,KW,48.02,29.35
7773,Hicksville,Company Owned,NY,US,-73.53,40.76
1010411,厦门百脑汇分店,Company Owned,35,CN,118.09,24.47
1005994,DBX - Term 2 Landside,Licensed Store,DU,AE,55.31,25.27
3209,Passalimani,Licensed Store,A1,GR,23.65,37.94
1010733,Piedra Roja,Licensed Store,RM,CL,-70.67,-33.19
1015403,Kroger - Ft Worth #532,Licensed Store,TX,US,-97.42,32.97
114062,Target Peoria T-2824,Licensed Store,IL,US,-89.59,40.67
1015887,Kroger Indianapolis #500,Licensed Store,IN,US,-86.26,39.8
1011825,Kurumoch 1,Joint Venture,SAM,RU,50.15,53.51
1014941,Jordan University,Licensed Store,AM,JO,35.78,32.04
487,4240 Innes Road,Company Owned,ON,CA,-75.5,45.46
735,Tower Lane Mall,Company Owned,AB,CA,-114.01,51.29
10144,Super Target Knollwood ST-2189,Licensed Store,MN,US,-93.39,44.94
11194,Mystic Marriott Hotel & Spa,Licensed Store,CT,US,-72.03,41.36
1014430,Stonebridge Centre,Company Owned,SK,CA,-106.62,52.09
9789,Pavillions - Westminster #2206,Licensed Store,CA,US,-117.99,33.72
12838,73rd & Federal-Westminster,Company Owned,CO,US,-105.03,39.83
14594,Peoria-University & Glen,Company Owned,IL,US,-89.61,40.75
1011639,太原万达广场店,Company Owned,14,CN,112.56,37.88
2717,Bromley High Street,Company Owned,ENG,GB,0.02,51.4
2182,Av. Constitucion 11,Licensed Store,AN,ES,-5.99,37.39
3963,Ochanomizu Murata Bldg.,Joint Venture,13,JP,139.76,35.7
113227,Manhattan Mall 1st Floor,Company Owned,NY,US,-73.99,40.75
1012745,Teavana - Tyrone Square,Company Owned,FL,US,-82.73,27.79
4184,L'AZA WALK Kai Futaba,Joint Venture,19,JP,138.49,35.68
1013612,Kroger - Huntsville #145,Licensed Store,TX,US,-95.57,30.72
4089,Niigata BANDAI CITY,Joint Venture,15,JP,139.06,37.92
7613,Sun Valley,Company Owned,NC,US,-80.65,35.05
1975,Palladium,Joint Venture,PR,CZ,14.43,50.09
1015981,Navy SW Region Mobile Truck-SD,Licensed Store,CA,US,-117.13,32.69
12423,Albertsons - Cheyenne #0065,Licensed Store,WY,US,-104.77,41.14
91317,Santa Anita,Licensed Store,LIM,PE,-76.97,-12.06
4563,반월당점,Joint Venture,27,KR,128.59,35.87
10586,Kroger-Grove City #842,Licensed Store,OH,US,-83.07,39.84
16342,One Federal Bldg.,Company Owned,MA,US,-71.06,42.36
16910,"32nd Street & Bell Rd, Phoenix",Company Owned,AZ,US,-112.01,33.64
13229,Price Chopper-Kansas City #11,Licensed Store,MO,US,-94.57,39.21
68296,泰州中国医药城店,Joint Venture,32,CN,119.9,32.39
1012150,110th & Manhattan,Company Owned,NY,US,-73.96,40.8
1015515,福州宝龙广场店,Company Owned,35,CN,119.29,26.06
11864,Willoughby,Company Owned,OH,US,-81.43,41.63
3628,Toyama Kansui Park,Joint Venture,16,JP,137.21,36.71
4163,Nagoya Osu Bansyoji,Joint Venture,23,JP,136.91,35.16
10768,Oakland,Company Owned,NJ,US,-74.24,41.03
1013637,Incheon Airport,Joint Venture,28,KR,126.45,37.45
3300,Airport - Gate 44,Licensed Store,91,CN,113.93,22.31
1009940,武汉群星城分店,Company Owned,42,CN,114.35,30.58
1006995,Simcoe Place,Company Owned,ON,CA,-79.39,43.65
1009968,Giant-Plymouth Meeting #11,Licensed Store,PA,US,-75.29,40.1
1006298,Pulkovo Airport T1 Landside,Licensed Store,SPE,RU,30.27,59.8
1005679,联洋广场店,Joint Venture,31,CN,121.56,31.23
434,Safeway - Calgary #2211,Licensed Store,AB,CA,-114.1,51.06
11364,N. Texas & Dickson Hill,Company Owned,CA,US,-122.03,38.29
13389,Hwy. 66 & Dalrock,Company Owned,TX,US,-96.52,32.92
13553,Hampton Bays,Company Owned,NY,US,-72.52,40.88
973,South Surrey Power Centre,Company Owned,BC,CA,-122.8,49.06
8335,U of NM - Zimmerman Library,Licensed Store,NM,US,-106.62,35.09
1011116,台州天台太平洋店,Joint Venture,33,CN,121.03,29.14
66300,"Fry's-Phoenix, AZ #73",Licensed Store,AZ,US,-112.2,33.71
9105,Super Target Watauga ST-1765,Licensed Store,TX,US,-97.26,32.89
1012465,Teavana - Les Galeries De Hull,Company Owned,QC,CA,-75.73,45.44
8073,151st & Marty Street,Company Owned,KS,US,-94.67,38.85
11727,Station Drive DuPont,Company Owned,WA,US,-122.62,47.09
1007228,东莞长安万科广场店,Company Owned,44,CN,113.8,22.8
6821,Park City Center,Company Owned,PA,US,-76.34,40.07
13353,Gilroy Outlet Center,Company Owned,CA,US,-121.56,37.02
89131,Torre Diamante,Licensed Store,DIF,MX,-99.28,19.36
5438,Philplans Corporate Center,Licensed Store,41,PH,121.06,14.56
9126,Lincoln Center - Stockton,Company Owned,CA,US,-121.32,38.01
1012165,嘉兴万达广场店,Joint Venture,33,CN,120.8,30.74
1005689,Galeries d'Anjou,Company Owned,QC,CA,-73.56,45.6
8039,Big Bear & Christmas Tree Lane,Company Owned,CA,US,-116.88,34.25
14787,Alcosta & Village Pkwy,Company Owned,CA,US,-121.93,37.73
11519,Albertsons-San Clemente #6563,Licensed Store,CA,US,-117.61,33.45
12450,Fordham Dr. & Kempsriver Drive,Company Owned,VA,US,-76.18,36.8
13139,"ORD OHare Term 1, Conc C, Gate 30",Licensed Store,IL,US,-87.91,41.98
10881,OAK T - 2 Gate 23,Licensed Store,CA,US,-122.21,37.72
936,"YYC Calg N Processor, Retail Hall",Licensed Store,AB,CA,-114.01,51.13
14644,I680 & Monument,Company Owned,CA,US,-122.06,37.94
9474,Target Buena Park T-2082,Licensed Store,CA,US,-118.0,33.86
19201,北京环球贸易中心店,Company Owned,11,CN,116.41,39.97
9028,Platt & Victory,Company Owned,CA,US,-118.64,34.19
15879,Charles Street,Company Owned,MA,US,-71.07,42.36
2120,Boersenplatz,Company Owned,HE,DE,8.68,50.11
1008805,Streetsboro Commons,Company Owned,OH,US,-81.36,41.25
1005363,Tonghua,Joint Venture,TPE,TW,121.55,25.03
9858,Town Center Pkwy & Brightman Blvd,Company Owned,FL,US,-81.53,30.26
1006536,南桥新都汇店,Joint Venture,31,CN,121.46,30.94
1013529,Jewel-Osco Chesterton #3189,Licensed Store,IN,US,-87.04,41.62
11708,99 Jackson,Company Owned,CA,US,-122.4,37.8
13460,Kroger-Anderson Township #915,Licensed Store,OH,US,-84.35,39.07
116411,Starbucks,Licensed Store,06,TR,32.86,39.92
16253,Aquidneck Centre,Company Owned,RI,US,-71.3,41.52
10714,FM 1825 & Central Commerce,Company Owned,TX,US,-97.66,30.45
6509,Target Wareham T-2292,Licensed Store,MA,US,-70.75,41.78
18497,Normandy Park,Company Owned,WA,US,-122.34,47.44
618,Panorama Village -Hwy 10 & 152nd,Company Owned,BC,CA,-122.8,49.1
1005212,Kingston Pike at Sherrill Hill,Company Owned,TN,US,-84.09,35.91
15442,Hollister & Storke-Goleta,Company Owned,CA,US,-119.87,34.43
5190,Plaza Damas,Licensed Store,14,MY,101.66,3.16
16754,Renton Village,Company Owned,WA,US,-122.21,47.47
113955,梅川路店,Joint Venture,31,CN,121.38,31.24
1713,豫园店,Joint Venture,31,CN,121.49,31.23
65446,Las Palmas,Licensed Store,B,AR,-60.22,-33.39
10209,Canoga & Sherman Way,Company Owned,CA,US,-118.6,34.2
1143,Northland Plaza,Company Owned,AB,CA,-114.14,51.1
17930,"Sanderson & Esplanade, San Jacinto",Company Owned,CA,US,-117.01,33.77
8833,Mac Arthur & Campus,Company Owned,CA,US,-117.86,33.67
8428,Super Target Johns Creek ST-2056,Licensed Store,GA,US,-84.17,34.1
17148,Target Boulevard Mall T-1010,Licensed Store,NY,US,-78.82,43.0
3968,Gate City Osaki,Joint Venture,13,JP,139.73,35.62
1258,Courtenay Crossing,Company Owned,BC,CA,-124.99,49.68
1016767,MGM National Harbor,Licensed Store,MD,US,-77.01,38.79
1012013,杭州万象城二店,Joint Venture,33,CN,120.21,30.25
1008692,Fort Campbell and Quin,Company Owned,TN,US,-87.41,36.58
7932,IAD Term C - Gate 24,Licensed Store,VA,US,-77.45,38.95
17234,I-70 Business Loop & 32 Rd - C,Company Owned,CO,US,-108.46,39.09
1011788,SC Chodov1,Joint Venture,PR,CZ,14.49,50.03
14752,University & Asbury,Company Owned,CO,US,-104.96,39.68
11838,"Magnolia & Mast, Santee",Company Owned,CA,US,-116.97,32.86
17452,Fleur & Stanton,Company Owned,IA,US,-93.64,41.54
70012,Garak Market Station,Joint Venture,11,KR,127.12,37.49
1005709,Rutgers University-Plaza at Livings,Licensed Store,NJ,US,-74.43,40.52
1008813,Target Garner T-1104,Licensed Store,NC,US,-78.64,35.72
18655,Kroger - Hebron #409,Licensed Store,KY,US,-84.7,39.07
8927,"Mayfield Road, Cleveland Heights",Company Owned,OH,US,-81.57,41.52
9279,Safeway-Phoenix #1491,Licensed Store,AZ,US,-111.91,33.51
11936,Safeway-Belmont #1138,Licensed Store,CA,US,-122.28,37.52
1016315,ACIBADEM NO 190,Licensed Store,34,TR,29.05,41.01
116540,City One,Licensed Store,91,CN,114.2,22.39
1005504,9560 Harding Ave,Company Owned,FL,US,-80.12,25.89
1008600,Baekseok,Joint Venture,41,KR,126.79,37.64
1012021,丽婴房大厦店,Joint Venture,31,CN,121.36,31.14
1483,Metalli,Company Owned,ZG,CH,8.52,47.17
1241,Victoria Bay Centre,Company Owned,BC,CA,-123.37,48.42
16445,201 Powell Street,Company Owned,CA,US,-122.41,37.79
1005579,Jundiai Shopping,Company Owned,SP,BR,-46.89,-23.2
17440,QFC - Lynnwood #855,Licensed Store,WA,US,-122.3,47.84
18994,WB Cardiff Gate,Licensed Store,WLS,GB,-3.14,51.54
1005498,Hy-Vee @ Iowa City #2,Licensed Store,IA,US,-91.5,41.65
1011234,Mokdong 7 Apt Complex,Joint Venture,11,KR,126.87,37.53
65466,Target Mission Viejo T-300,Licensed Store,CA,US,-117.69,33.61
1006714,Tom Short Rd & Rea Rd,Company Owned,NC,US,-80.8,35.02
1016400,Tours Des Voyageurs,Licensed Store,QC,CA,-74.0,46.21
12366,Beach & Western,Company Owned,TX,US,-97.29,32.86
113921,King Soopers-Longmont #102,Licensed Store,CO,US,-105.07,40.16
19364,SM City Rosario,Licensed Store,40,PH,120.86,14.41
8722,Broad Ripple,Company Owned,IN,US,-86.14,39.87
17558,Colorado Blvd. (B&N),Company Owned,CO,US,-104.94,39.7
7722,Target Batavia T-2382,Licensed Store,NY,US,-78.21,43.01
1009239,Smith's - North Ogden #279,Licensed Store,UT,US,-111.97,41.3
1006165,Sermthai Complex,Company Owned,44,TH,103.28,16.2
171,AKH Allgemeines Krankenhaus,Company Owned,9,AT,16.35,48.22
1007676,Shopping Intl de Guarulhos Kiosk,Company Owned,SP,BR,-46.55,-23.49
18665,Target Watertown T-1442,Licensed Store,MA,US,-71.16,42.36
8549,Route 59 & Irving Park,Company Owned,IL,US,-88.2,42.02
10846,"Kroger-Thompson Station, TN #588",Licensed Store,TN,US,-86.91,35.78
3591,Oyamayuen Harvest Walk,Joint Venture,09,JP,139.81,36.33
15103,Manassas Junction,Company Owned,VA,US,-77.46,38.76
1016,Spruceland,Company Owned,BC,CA,-122.78,53.92
15063,"Poway & Oak Knoll, Poway",Company Owned,CA,US,-117.07,32.95
2605,Bromley - Market Square,Company Owned,ENG,GB,0.02,51.41
7545,Lisle-Rte 53 & Maple,Company Owned,IL,US,-88.07,41.79
16491,27th & 67th,Company Owned,WA,US,-122.53,47.24
1005739,Asunaru Kanayama,Joint Venture,23,JP,136.9,35.14
19089,WB Newport Pagnell North,Licensed Store,ENG,GB,-0.75,52.08
5714,Shaw Towers,Company Owned,01,SG,103.86,1.3
1668,北京丽都店,Company Owned,11,CN,116.48,39.98
1015251,"Dobson & Frye, Chandler",Company Owned,AZ,US,-111.88,33.3
1013069,永丰国际广场店,Joint Venture,31,CN,121.44,31.2
1005228,天津奥城咖啡店,Company Owned,12,CN,117.17,39.08
4334,Toyama Sogawa FERIO,Joint Venture,16,JP,137.21,36.69
4473,은평이마트점,Joint Venture,11,KR,126.92,37.6
116588,Starbucks,Licensed Store,34,TR,29.1,41.09
1369,Fort & Foul Bay,Company Owned,BC,CA,-123.32,48.43
116327,重庆盛汇新世纪店,Company Owned,50,CN,106.57,29.53
1013151,Basingstoke - Festival Place UG,Franchise,ENG,GB,-1.09,51.27
11822,Farragut Square,Company Owned,DC,US,-77.04,38.9
11304,Goose Hollow,Company Owned,OR,US,-122.69,45.52
17253,St. Clair Square,Company Owned,IL,US,-89.98,38.6
1012164,Kroger - Edgewood #461,Licensed Store,GA,US,-84.35,33.76
8185,Vons-Anaheim Hills #2216,Licensed Store,CA,US,-117.76,33.87
1009027,Chengdu Ximen,Joint Venture,TPE,TW,121.42,24.93
1016580,Acme - Patterson #1063,Licensed Store,NY,US,-73.59,41.52
1013816,The Mall Bangkapi-4th Floor,Company Owned,10,TH,100.64,13.77
18470,Super Target Olathe ST-1756,Licensed Store,KS,US,-94.76,38.91
10223,I-10 & Mesa,Company Owned,TX,US,-106.57,31.84
1144,8 Wellesley,Company Owned,ON,CA,-79.38,43.67
